date,close
2025-09-08,147.12
2025-09-09,147.16
2025-09-10,147.17
2025-09-11,147.195
2025-09-12,147.2
2025-09-15,147.201
2025-09-16,147.217
2025-09-17,147.2
2025-09-18,147.2
2025-09-19,147.245
2025-09-22,147.222
2025-09-23,147.25
2025-09-24,147.236
2025-09-25,147.274
2025-09-26,147.324
2025-09-29,147.318
2025-09-30,147.315
2025-10-01,147.338
2025-10-02,147.356
2025-10-03,147.364
2025-10-06,147.382
2025-10-07,147.359
2025-10-08,147.41
2025-10-09,147.404
2025-10-10,147.414
2025-10-13,147.427
2025-10-14,147.41
2025-10-15,147.429
2025-10-16,147.425
2025-10-17,147.451
2025-10-20,147.476
2025-10-21,147.476
2025-10-22,147.517
2025-10-23,147.516
2025-10-24,147.539
2025-10-27,147.53
2025-10-28,147.561
2025-10-29,147.55
2025-10-30,147.545
2025-10-31,147.589
2025-11-03,147.614
2025-11-04,147.622
2025-11-05,147.614
2025-11-06,147.63
2025-11-07,147.659
2025-11-10,147.655
2025-11-11,147.658
2025-11-12,147.67
2025-11-13,147.692
2025-11-14,147.71
2025-11-17,147.707
2025-11-18,147.733
2025-11-19,147.728
2025-11-20,147.734
2025-11-21,147.72
2025-11-24,147.733
2025-11-25,147.74
2025-11-26,147.781
2025-11-27,147.771
2025-11-28,147.807
2025-12-01,147.801
2025-12-02,147.792
2025-12-03,147.823
2025-12-04,147.845
2025-12-05,147.862
2025-12-08,147.843
2025-12-09,147.87
2025-12-10,147.882
2025-12-11,147.915
2025-12-12,147.924
2025-12-15,147.897
2025-12-16,147.926
2025-12-17,147.922
2025-12-18,147.95
2025-12-19,147.95
2025-12-22,147.966
2025-12-23,147.985
2025-12-29,147.995
2025-12-30,148.091
2026-01-02,148.105
2026-01-05,148.084
2026-01-07,148.085
2026-01-08,148.108
2026-01-09,148.15
2026-01-12,148.138
2026-01-13,148.129
2026-01-14,148.16
2026-01-15,148.176
2026-01-16,148.155
2026-01-19,148.193
2026-01-20,148.2
2026-01-21,148.207
2026-01-22,148.232
2026-01-23,148.242
2026-01-26,148.23
2026-01-27,148.279
2026-01-28,148.299
2026-01-29,148.257
2026-01-30,148.32
2026-02-02,148.324
2026-02-03,148.314
2026-02-04,148.35
2026-02-05,148.356
2026-02-06,148.355
2026-02-09,148.37
2026-02-10,148.385
2026-02-11,148.36
2026-02-12,148.421
2026-02-13,148.407
2026-02-16,148.422
2026-02-17,148.433
2026-02-18,148.445
2026-02-19,148.468
2026-02-20,148.477
2026-02-23,148.49
2026-02-24,148.49
2026-02-25,148.51
2026-02-26,148.522
2026-02-27,148.534
2026-03-02,148.533
2026-03-03,148.506
2026-03-04,148.54
2026-03-05,148.549
2026-03-06,148.59
2026-03-09,148.607
2026-03-10,148.617
2026-03-11,148.584
2026-03-12,148.624
2026-03-13,148.647
2026-03-16,148.642
2026-03-17,148.65
2026-03-18,148.663
2026-03-19,148.656
2026-03-20,148.688
2026-03-23,148.672
2026-03-24,148.68
2026-03-25,148.738
2026-03-26,148.743
2026-04-02,148.759
2026-04-07,148.835
2026-04-30,149.024
2026-05-04,149.039
2026-06-01,149.26
2026-06-02,149.263
2026-06-03,149.282
2026-06-04,149.272
2026-06-05,149.31
2026-06-08,149.326
2026-06-10,149.337
2026-06-11,149.35
2026-06-12,149.365
2026-06-15,149.368
2026-06-16,149.369
2026-06-17,149.366
2026-06-18,149.393
2026-06-19,149.433
2026-06-22,149.439
2026-06-23,149.418
2026-06-24,149.421
2026-06-25,149.44
2026-06-26,149.481
2026-06-29,149.5
2026-06-30,149.517
2026-07-01,149.526
2026-07-02,149.537
2026-07-03,149.561
2026-07-06,149.568
2026-07-07,149.58
2026-07-08,149.569
2026-07-09,149.587
2026-07-10,149.606
2026-07-13,149.618
2026-07-14,149.638
2026-07-15,149.654
2026-07-16,149.652
2026-07-17,149.673
2026-07-20,149.69
2026-07-21,149.697
2026-07-22,149.706
2026-07-23,149.723
2026-07-24,149.735
2026-07-27,149.733
2026-07-28,149.76
2026-07-29,149.77
2026-07-30,149.782
2026-07-31,149.783
2026-08-03,149.812
2026-08-04,149.823
2026-08-05,149.836
2026-08-06,149.841
2026-08-07,149.86
2026-08-10,149.848
2026-08-11,149.86
2026-08-12,149.871
2026-08-13,149.903
2026-08-14,149.922
2026-08-17,149.925
2026-08-18,149.942
2026-08-19,149.927
2026-08-20,149.98
2026-08-21,149.99
2026-08-24,149.985
2026-08-25,149.995
2026-08-26,149.992
2026-08-27,150.015
2026-08-28,150.04
2026-08-31,150.047
2026-09-01,150.04
2026-09-02,150.07
2026-09-03,150.095
