date,close
2025-09-08,35.346
2025-09-09,35.642
2025-09-10,36.006
2025-09-11,36.269
2025-09-12,36.322
2025-09-15,36.443
2025-09-16,36.339
2025-09-17,36.664
2025-09-18,36.713
2025-09-19,36.753
2025-09-22,36.73
2025-09-23,36.909
2025-09-24,36.847
2025-09-25,36.789
2025-09-26,36.478
2025-09-29,36.793
2025-09-30,36.828
2025-10-01,37.196
2025-10-02,37.392
2025-10-03,37.511
2025-10-06,37.726
2025-10-07,37.677
2025-10-08,37.964
2025-10-09,37.924
2025-10-10,36.752
2025-10-13,37.582
2025-10-14,37.131
2025-10-15,37.635
2025-10-16,37.92
2025-10-17,37.527
2025-10-20,38.263
2025-10-21,38.133
2025-10-22,38.013
2025-10-23,38.239
2025-10-24,38.469
2025-10-27,38.791
2025-10-28,38.68
2025-10-29,39.09
2025-10-30,38.937
2025-10-31,38.84
2025-11-03,39.151
2025-11-04,38.845
2025-11-05,38.902
2025-11-06,38.4
2025-11-07,37.832
2025-11-10,38.38
2025-11-11,38.772
2025-11-12,38.949
2025-11-13,38.546
2025-11-14,38.616
2025-11-17,38.356
2025-11-18,37.843
2025-11-19,37.941
2025-11-20,37.91
2025-11-21,37.293
2025-11-24,37.674
2025-11-25,37.559
2025-11-26,37.975
2025-11-27,37.881
2025-11-28,38.069
2025-12-01,37.97
2025-12-02,37.879
2025-12-03,37.751
2025-12-04,37.859
2025-12-05,38.19
2025-12-08,38.025
2025-12-09,38.001
2025-12-10,38.044
2025-12-11,37.787
2025-12-12,37.448
2025-12-15,37.524
2025-12-16,36.99
2025-12-17,36.916
2025-12-18,37.489
2025-12-19,37.808
2025-12-22,37.812
2025-12-23,37.829
2025-12-29,38.142
2025-12-30,38.348
2026-01-02,39.14
2026-01-05,39.763
2026-01-07,40.038
2026-01-08,39.892
2026-01-09,40.19
2026-01-12,40.49
2026-01-13,40.564
2026-01-14,40.509
2026-01-15,41.124
2026-01-16,40.762
2026-01-19,40.82
2026-01-20,40.333
2026-01-21,40.764
2026-01-22,41.039
2026-01-23,40.921
2026-01-26,40.901
2026-01-27,41.139
2026-01-28,41.443
2026-01-29,41.18
2026-01-30,41.073
2026-02-02,41.084
2026-02-03,41.534
2026-02-04,41.176
2026-02-05,40.984
2026-02-06,41.485
2026-02-09,41.85
2026-02-10,41.821
2026-02-11,42.26
2026-02-12,42.103
2026-02-13,41.996
2026-02-16,42.2
2026-02-17,42.11
2026-02-18,42.753
2026-02-19,42.558
2026-02-20,43.194
2026-02-23,43
2026-02-24,43.661
2026-02-25,43.907
2026-02-26,43.568
2026-02-27,43.394
2026-03-02,42.919
2026-03-03,40.993
2026-03-04,41.585
2026-03-05,40.78
2026-03-06,40.662
2026-03-09,40.608
2026-03-10,41.729
2026-03-11,41.427
2026-03-12,40.673
2026-03-13,40.743
2026-03-16,41.291
2026-03-17,41.64
2026-03-18,41.316
2026-03-19,40.481
2026-03-20,39.694
2026-03-23,40.084
2026-03-24,39.915
2026-03-25,40.717
2026-03-26,39.695
2026-04-02,40.093
2026-04-07,39.972
2026-04-30,44.298
2026-05-04,44.937
2026-06-04,48.25
2026-06-05,46.55
2026-06-08,46.451
2026-06-10,45.935
2026-06-11,46.444
2026-06-12,47.892
2026-06-15,49.107
2026-06-16,48.611
2026-06-17,49.247
2026-06-18,50.154
2026-06-19,49.806
2026-06-22,50.686
2026-06-23,48.504
2026-06-24,48.55
2026-06-25,48.732
2026-06-26,48.164
2026-06-29,47.763
2026-06-30,48.798
2026-07-01,48.238
2026-07-02,47.383
2026-07-03,48.38
2026-07-06,48.493
2026-07-07,46.813
2026-07-08,46.773
2026-07-09,47.763
2026-07-10,47.817
2026-07-13,46.781
2026-07-14,46.904
2026-07-15,46.759
2026-07-16,46.23
2026-07-17,45.323
2026-07-20,45.826
2026-07-21,46.759
2026-07-22,46.645
2026-07-23,46.166
2026-07-24,45.926
2026-07-27,45.34
2026-07-28,44.952
2026-07-29,44.046
2026-07-30,44.737
2026-07-31,45.356
2026-08-03,45.475
2026-08-04,46.765
2026-08-05,46.799
2026-08-06,46.598
2026-08-07,46.554
2026-08-10,46.428
2026-08-11,46.649
2026-08-12,47.19
2026-08-13,47.498
2026-08-14,47.183
2026-08-17,47.988
2026-08-18,46.385
2026-08-19,46.534
2026-08-20,46.621
2026-08-21,47.154
2026-08-24,46.468
2026-08-25,47.145
2026-08-26,47.405
2026-08-28,47.845
2026-08-31,47.363
2026-09-01,47.652
2026-09-02,47.53
2026-09-03,47.534
