date,close
2025-09-08,105.195
2025-09-09,105.23
2025-09-10,105.8
2025-09-11,106.435
2025-09-12,106.495
2025-09-15,106.635
2025-09-16,105.74
2025-09-17,105.67
2025-09-18,106.86
2025-09-19,106.965
2025-09-22,107.18
2025-09-23,107.295
2025-09-24,107.105
2025-09-25,106.955
2025-09-26,107.065
2025-09-29,107.345
2025-09-30,107.195
2025-10-01,108.035
2025-10-02,108.42
2025-10-03,108.87
2025-10-06,109.24
2025-10-07,109.02
2025-10-08,110.01
2025-10-09,110.1
2025-10-10,107.92
2025-10-13,108.745
2025-10-14,108.31
2025-10-15,108.89
2025-10-16,108.8
2025-10-17,107.605
2025-10-20,109.5
2025-10-21,109.955
2025-10-22,109.35
2025-10-23,109.785
2025-10-24,110.645
2025-10-27,111.37
2025-10-28,111.58
2025-10-29,111.765
2025-10-30,111.905
2025-10-31,111.835
2025-11-03,111.97
2025-11-04,111.54
2025-11-05,111.735
2025-11-06,110.07
2025-11-07,108.7
2025-11-10,110.915
2025-11-11,111.35
2025-11-12,111.955
2025-11-13,110.4
2025-11-14,110.25
2025-11-17,109.775
2025-11-18,108.295
2025-11-19,108.55
2025-11-20,109.24
2025-11-21,108.27
2025-11-24,109.565
2025-11-25,109.795
2025-11-26,111.115
2025-11-27,111
2025-11-28,111.465
2025-12-01,111.01
2025-12-02,111.085
2025-12-03,111.035
2025-12-04,111.34
2025-12-05,111.72
2025-12-08,111.525
2025-12-09,111.655
2025-12-10,111.39
2025-12-11,110.98
2025-12-12,110.31
2025-12-15,110.45
2025-12-16,109.735
2025-12-17,109.265
2025-12-18,110.475
2025-12-19,110.955
2025-12-22,111.165
2025-12-23,111.415
2025-12-29,111.57
2025-12-30,111.775
2026-01-02,111.32
2026-01-05,112.745
2026-01-07,113.475
2026-01-08,113.255
2026-01-09,114.19
2026-01-12,114.17
2026-01-13,114.345
2026-01-14,113.59
2026-01-15,114.95
2026-01-16,114.795
2026-01-19,113.125
2026-01-20,112.185
2026-01-21,112.245
2026-01-22,113.005
2026-01-23,112.815
2026-01-26,112.385
2026-01-27,112.235
2026-01-28,112.325
2026-01-29,111.42
2026-01-30,112.28
2026-02-02,113.44
2026-02-03,112.965
2026-02-04,112.7
2026-02-05,111.565
2026-02-06,112.675
2026-02-09,113.22
2026-02-10,113.465
2026-02-11,113.405
2026-02-12,112.39
2026-02-13,112.255
2026-02-16,112
2026-02-17,112.335
2026-02-18,113.545
2026-02-19,113.35
2026-02-20,113.76
2026-02-23,112.925
2026-02-24,113.425
2026-02-25,114.27
2026-02-26,114.035
2026-02-27,113.535
2026-03-02,113.955
2026-03-03,112.615
2026-03-04,113.85
2026-03-05,113.305
2026-03-06,112.015
2026-03-09,111.515
2026-03-10,113.035
2026-03-11,112.635
2026-03-12,112.03
2026-03-13,111.87
2026-03-16,112.185
2026-03-17,112.44
2026-03-18,111.72
2026-03-19,109.855
2026-03-20,108.725
2026-03-23,109.155
2026-03-24,109.12
2026-03-25,110.185
2026-03-26,109.02
2026-03-27,107.475
2026-03-30,108.205
2026-04-02,110.38
2026-04-07,109.725
2026-04-14,114.2
2026-04-15,114.635
2026-04-20,116.2
2026-04-21,116.045
2026-04-24,116.725
2026-04-30,117.035
2026-05-04,117.4
2026-05-05,118.24
2026-05-06,119.57
2026-05-18,120.41
2026-05-21,121.52
2026-05-27,122.815
2026-05-29,123.42
2026-06-01,123.77
2026-06-02,124.3
2026-06-03,123.89
2026-06-04,123.91
2026-06-05,123.335
2026-06-08,122.62
2026-06-10,120.69
2026-06-11,120.885
2026-06-12,122.9
2026-06-15,124.27
2026-06-16,124.12
2026-06-17,124.21
2026-06-18,124.64
2026-06-19,124.805
2026-06-22,125.06
2026-06-23,123.98
2026-06-24,124.79
2026-06-25,124.095
2026-06-26,123.75
2026-06-29,123.885
2026-06-30,125.035
2026-07-01,125.88
2026-07-02,125.3
2026-07-03,125.76
2026-07-06,126.35
2026-07-07,125.4
2026-07-08,124.5
2026-07-09,125.71
2026-07-10,126.145
2026-07-13,126.3
2026-07-14,126.06
2026-07-15,126.3
2026-07-16,126.255
2026-07-17,124.88
2026-07-20,125.24
2026-07-21,125.73
2026-07-22,126
2026-07-23,124.45
2026-07-24,125.31
2026-07-27,124.71
2026-07-28,125.205
2026-07-29,124.355
2026-07-30,123.655
2026-07-31,124.29
2026-08-03,126.175
2026-08-04,127.79
2026-08-05,128.24
2026-08-06,128.15
2026-08-07,128.65
2026-08-10,128.755
2026-08-11,128.71
2026-08-12,128.795
2026-08-13,129.395
2026-08-14,128.865
2026-08-17,128.7
2026-08-18,127.43
2026-08-19,126.975
2026-08-20,126.145
2026-08-21,126.505
2026-08-24,126.23
2026-08-25,126.535
2026-08-26,126.68
2026-08-28,128.215
2026-09-01,126.59
2026-09-02,126.815
2026-09-03,127.86
