date,close
2025-09-08,197.22
2025-09-09,196.44
2025-09-10,195.8
2025-09-11,196.4
2025-09-12,196.3
2025-09-15,196.78
2025-09-16,193.3
2025-09-17,193.58
2025-09-18,196.24
2025-09-19,195.82
2025-09-22,194.9054
2025-09-23,195.76
2025-09-24,196.08
2025-09-25,194.98
2025-09-26,196.66
2025-09-29,196.68
2025-09-30,197.56
2025-10-01,199.84
2025-10-02,202.3
2025-10-03,201.9
2025-10-06,201.95
2025-10-07,202.05
2025-10-08,203.85
2025-10-09,203.95
2025-10-10,200.8
2025-10-13,202.05
2025-10-14,200.85
2025-10-15,200.25
2025-10-16,201.1
2025-10-17,197.36
2025-10-20,201.05
2025-10-21,201.6
2025-10-22,199.94
2025-10-23,200.45
2025-10-24,200.7
2025-10-27,201.25
2025-10-28,201.25
2025-10-29,199.84
2025-10-30,199.76
2025-10-31,198.6
2025-11-03,199.8
2025-11-04,198.4
2025-11-05,199.16
2025-11-06,196.34
2025-11-07,195.06
2025-11-10,197
2025-11-11,199.48
2025-11-12,202
2025-11-13,198.96
2025-11-14,197.68
2025-11-17,195.42
2025-11-18,192.06
2025-11-19,191.88
2025-11-20,192.78
2025-11-21,191.42
2025-11-24,192.46
2025-11-25,194.36
2025-11-26,196.54
2025-11-27,196.86
2025-11-28,197.5
2025-12-01,195.32
2025-12-02,196.36
2025-12-03,196.22
2025-12-04,197.8
2025-12-05,198.96
2025-12-08,199.12
2025-12-09,200.05
2025-12-10,199.84
2025-12-11,201.25
2025-12-12,200.25
2025-12-15,200.55
2025-12-16,199.38
2025-12-17,198.28
2025-12-18,200.4
2025-12-19,201.1
2025-12-22,201.05
2025-12-23,201.55
2025-12-29,201.7
2025-12-30,203.05
2026-01-02,203.2
2026-01-05,205.85
2026-01-07,207.95
2026-01-08,208.05
2026-01-09,209.1
2026-01-12,210.4
2026-01-13,210.45
2026-01-14,209.35
2026-01-15,209.9
2026-01-16,209.45
2026-01-19,206.55
2026-01-20,204.55
2026-01-21,203.2
2026-01-22,205.8
2026-01-23,206.2
2026-01-26,206.5
2026-01-27,206.05
2026-01-28,205.45
2026-01-29,201.35
2026-01-30,203.3
2026-02-02,205.2
2026-02-03,205.15
2026-02-04,203.85
2026-02-05,202.7
2026-02-06,204.7
2026-02-09,207.05
2026-02-10,206.85
2026-02-11,205.7
2026-02-12,205.8
2026-02-13,206.2
2026-02-17,206.95
2026-02-18,209.2
2026-02-19,207.25
2026-02-20,209.1
2026-02-23,206.85
2026-02-24,206.9
2026-02-25,208.3
2026-02-26,209.1
2026-02-27,209.15
2026-03-02,203.65
2026-03-03,196.94
2026-03-04,200.25
2026-03-05,196.98
2026-03-06,195.2
2026-03-09,193.68
2026-03-10,198.28
2026-03-11,195.66
2026-03-12,195.18
2026-03-13,193.98
2026-03-16,195.04
2026-03-17,196.3
2026-03-18,194.42
2026-03-19,188.88
2026-03-20,185.2
2026-03-23,187.28
2026-03-24,187.12
2026-03-25,190.14
2026-03-26,187
2026-04-02,191.38
2026-04-07,189.58
2026-04-30,200.6
2026-05-04,198.12
2026-06-03,204.55
2026-06-04,205.75
2026-06-05,204.25
2026-06-08,203
2026-06-10,199.52
2026-06-11,199.84
2026-06-12,203.2
2026-06-15,205.3
2026-06-16,205.45
2026-06-17,205.65
2026-06-18,206.3
2026-06-19,206
2026-06-22,207.2
2026-06-23,205.4
2026-06-24,204.05
2026-06-26,203.45
2026-06-29,202.95
2026-06-30,206.05
2026-07-01,206.5
2026-07-02,211
2026-07-03,212.7
2026-07-06,212.8
2026-07-07,210
2026-07-08,205.3
2026-07-09,206.9
2026-07-10,206.6
2026-07-13,206.95
2026-07-14,207.15
2026-07-15,206.15
2026-07-16,205.45
2026-07-17,204.65
2026-07-20,204.75
2026-07-21,206.25
2026-07-22,207.35
2026-07-23,204.05
2026-07-24,206.9
2026-07-27,209.15
2026-07-28,210
2026-07-29,209.85
2026-07-30,211.15
2026-07-31,211.35
2026-08-03,214.4
2026-08-04,216.1
2026-08-05,215.4
2026-08-06,215.55
2026-08-07,217.1
2026-08-10,217
2026-08-11,217.55
2026-08-12,217.2
2026-08-13,216.85
2026-08-14,217.8
2026-08-17,217.1
2026-08-18,215.45
2026-08-19,215.1
2026-08-20,214.1
2026-08-21,215.5
2026-08-24,215.2
2026-08-25,216.65
2026-08-26,216.7
2026-08-28,218.95
2026-08-31,216.45
2026-09-01,214
2026-09-02,212.95
2026-09-03,214.4
